case_id,time_s,avg_displacement_mm,avg_vm_kpa
stage5_volumetric_skin_125g,1.55,1.439961,0.582647
stage5_volumetric_skin_125g,1.555,1.424299,0.577151
stage5_volumetric_skin_125g,1.56,1.393734,0.56545
stage5_volumetric_skin_125g,1.565,1.33716,0.543034
stage5_volumetric_skin_125g,1.57,1.251368,0.508575
stage5_volumetric_skin_125g,1.575,1.137268,0.462377
stage5_volumetric_skin_125g,1.58,0.998399,0.405825
stage5_volumetric_skin_125g,1.585,0.841227,0.341563
stage5_volumetric_skin_125g,1.59,0.674574,0.273162
stage5_volumetric_skin_125g,1.595,0.510361,0.205439
stage5_volumetric_skin_125g,1.6,0.35837,0.142549
stage5_volumetric_skin_125g,1.605,0.23125,0.090295
stage5_volumetric_skin_125g,1.61,0.132119,0.051331
stage5_volumetric_skin_125g,1.615,0.064544,0.028673
stage5_volumetric_skin_125g,1.62,0.029632,0.017475
stage5_volumetric_skin_125g,1.625,0.018317,0.010075
stage5_volumetric_skin_125g,1.63,0.027973,0.011462
stage5_volumetric_skin_125g,1.635,0.049046,0.02178
stage5_volumetric_skin_125g,1.64,0.069757,0.031329
stage5_volumetric_skin_125g,1.645,0.079706,0.035629
stage5_volumetric_skin_125g,1.65,0.070363,0.031569
stage5_volumetric_skin_125g,1.655,0.036513,0.017709
stage5_volumetric_skin_125g,1.66,0.026942,0.011393
stage5_volumetric_skin_125g,1.665,0.112287,0.04408
stage5_volumetric_skin_125g,1.67,0.214883,0.08571
stage5_volumetric_skin_125g,1.675,0.32373,0.130261
stage5_volumetric_skin_125g,1.68,0.427029,0.173083
stage5_volumetric_skin_125g,1.685,0.513705,0.209626
stage5_volumetric_skin_125g,1.69,0.574716,0.235908
stage5_volumetric_skin_125g,1.695,0.603893,0.248945
stage5_volumetric_skin_125g,1.7,0.59504,0.245633
stage5_volumetric_skin_125g,1.705,0.557474,0.229808
stage5_volumetric_skin_125g,1.71,0.492603,0.202083
stage5_volumetric_skin_125g,1.715,0.40722,0.165548
stage5_volumetric_skin_125g,1.72,0.310084,0.124314
stage5_volumetric_skin_125g,1.725,0.212127,0.08354
stage5_volumetric_skin_125g,1.73,0.124598,0.048419
stage5_volumetric_skin_125g,1.735,0.054834,0.022783
stage5_volumetric_skin_125g,1.74,0.016726,0.012655
stage5_volumetric_skin_125g,1.745,0.018323,0.010878
stage5_volumetric_skin_125g,1.75,0.012463,0.00743
stage5_volumetric_skin_125g,1.755,0.010673,0.005084
stage5_volumetric_skin_125g,1.76,0.039185,0.016374
stage5_volumetric_skin_125g,1.765,0.065269,0.027723
stage5_volumetric_skin_125g,1.77,0.076263,0.033219
stage5_volumetric_skin_125g,1.775,0.062817,0.028988
stage5_volumetric_skin_125g,1.78,0.02683,0.016917
stage5_volumetric_skin_125g,1.785,0.063127,0.026369
stage5_volumetric_skin_125g,1.79,0.173089,0.067346
stage5_volumetric_skin_125g,1.795,0.309815,0.122655
stage5_volumetric_skin_125g,1.8,0.464639,0.186061
stage5_volumetric_skin_125g,1.805,0.6275,0.253322
stage5_volumetric_skin_125g,1.81,0.787258,0.319692
stage5_volumetric_skin_125g,1.815,0.933924,0.380673
stage5_volumetric_skin_125g,1.82,1.05951,0.432556
stage5_volumetric_skin_125g,1.825,1.158827,0.472862
stage5_volumetric_skin_125g,1.83,1.230132,0.500774
stage5_volumetric_skin_125g,1.835,1.275355,0.517339
stage5_volumetric_skin_125g,1.84,1.299947,0.525319
stage5_volumetric_skin_125g,1.845,1.312345,0.528761
stage5_volumetric_skin_125g,1.85,1.32376,0.532574
stage5_volumetric_skin_125g,1.855,1.342176,0.540057
stage5_volumetric_skin_125g,1.86,1.36677,0.55091
stage5_volumetric_skin_125g,1.865,1.394767,0.563567
stage5_volumetric_skin_125g,1.87,1.423118,0.576163
stage5_volumetric_skin_125g,1.875,1.449392,0.587378
stage5_volumetric_skin_125g,1.88,1.470084,0.595635
stage5_volumetric_skin_125g,1.885,1.481935,0.599867
stage5_volumetric_skin_125g,1.89,1.482657,0.599556
stage5_volumetric_skin_125g,1.895,1.471713,0.594797
stage5_volumetric_skin_125g,1.9,1.450571,0.586271
stage5_volumetric_skin_125g,1.9,1.450571,0.586271
stage5_volumetric_skin_125g,1.925,1.321106,0.532263
stage5_volumetric_skin_125g,1.95,1.392101,0.562333
stage5_volumetric_skin_125g,1.975,1.48104,0.600144
stage5_volumetric_skin_125g,2,1.364736,0.54996
stage5_volumetric_skin_125g,2.025,1.337332,0.539557
stage5_volumetric_skin_125g,2.05,1.469625,0.595003
stage5_volumetric_skin_125g,2.075,1.424626,0.575476
stage5_volumetric_skin_125g,2.1,1.316223,0.530652
stage5_volumetric_skin_125g,2.125,1.420977,0.574224
stage5_volumetric_skin_125g,2.15,1.47116,0.595727
stage5_volumetric_skin_125g,2.175,1.341117,0.540418
stage5_volumetric_skin_125g,2.2,1.35875,0.548744
stage5_volumetric_skin_soft_interior_125g,0,0,0
stage5_volumetric_skin_soft_interior_125g,0.025,0.020017,0.005829
stage5_volumetric_skin_soft_interior_125g,0.05,0.109122,0.032808
stage5_volumetric_skin_soft_interior_125g,0.075,0.223285,0.068432
stage5_volumetric_skin_soft_interior_125g,0.1,0.286564,0.087529
stage5_volumetric_skin_soft_interior_125g,0.125,0.298868,0.09068
stage5_volumetric_skin_soft_interior_125g,0.15,0.338448,0.102612
stage5_volumetric_skin_soft_interior_125g,0.175,0.441801,0.134373
stage5_volumetric_skin_soft_interior_125g,0.2,0.547891,0.167151
stage5_volumetric_skin_soft_interior_125g,0.225,0.590525,0.179837
stage5_volumetric_skin_soft_interior_125g,0.25,0.59963,0.182135
stage5_volumetric_skin_soft_interior_125g,0.275,0.662006,0.201044
stage5_volumetric_skin_soft_interior_125g,0.3,0.778003,0.236847
stage5_volumetric_skin_soft_interior_125g,0.325,0.864597,0.263584
stage5_volumetric_skin_soft_interior_125g,0.35,0.887677,0.270004
stage5_volumetric_skin_soft_interior_125g,0.375,0.90908,0.276162
stage5_volumetric_skin_soft_interior_125g,0.4,0.992847,0.301953
stage5_volumetric_skin_soft_interior_125g,0.425,1.107982,0.337286
stage5_volumetric_skin_soft_interior_125g,0.45,1.174624,0.357863
stage5_volumetric_skin_soft_interior_125g,0.475,1.186791,0.360887
stage5_volumetric_skin_soft_interior_125g,0.5,1.223603,0.371735
stage5_volumetric_skin_soft_interior_125g,0.525,1.326946,0.403853
stage5_volumetric_skin_soft_interior_125g,0.55,1.434905,0.436881
stage5_volumetric_skin_soft_interior_125g,0.575,1.476674,0.449501
stage5_volumetric_skin_soft_interior_125g,0.6,1.487157,0.452227
stage5_volumetric_skin_soft_interior_125g,0.625,1.548766,0.470721
stage5_volumetric_skin_soft_interior_125g,0.65,1.66139,0.505709
stage5_volumetric_skin_soft_interior_125g,0.675,1.75123,0.533243
stage5_volumetric_skin_soft_interior_125g,0.7,1.777216,0.540745
stage5_volumetric_skin_soft_interior_125g,0.725,1.794897,0.54564
stage5_volumetric_skin_soft_interior_125g,0.75,1.876699,0.570779
stage5_volumetric_skin_soft_interior_125g,0.775,1.994536,0.607184
stage5_volumetric_skin_soft_interior_125g,0.8,2.060667,0.627223
stage5_volumetric_skin_soft_interior_125g,0.825,2.076498,0.631732
stage5_volumetric_skin_soft_interior_125g,0.85,2.111421,0.641973
stage5_volumetric_skin_soft_interior_125g,0.875,2.208026,0.671579
stage5_volumetric_skin_soft_interior_125g,0.9,2.316631,0.705358
stage5_volumetric_skin_soft_interior_125g,0.925,2.369791,0.721278
stage5_volumetric_skin_soft_interior_125g,0.95,2.382694,0.724556
stage5_volumetric_skin_soft_interior_125g,0.975,2.429636,0.738948
stage5_volumetric_skin_soft_interior_125g,1,2.536986,0.771861
stage5_volumetric_skin_soft_interior_125g,1.025,2.617919,0.797117
stage5_volumetric_skin_soft_interior_125g,1.05,2.566669,0.781621
stage5_volumetric_skin_soft_interior_125g,1.075,2.465714,0.7493
stage5_volumetric_skin_soft_interior_125g,1.1,2.465457,0.74934
stage5_volumetric_skin_soft_interior_125g,1.125,2.567532,0.781744
stage5_volumetric_skin_soft_interior_125g,1.15,2.616565,0.796767
stage5_volumetric_skin_soft_interior_125g,1.175,2.537319,0.772148
stage5_volumetric_skin_soft_interior_125g,1.2,2.450735,0.744709
stage5_volumetric_skin_soft_interior_125g,1.2,2.450735,0.744709
stage5_volumetric_skin_soft_interior_125g,1.205,2.448432,0.74396
stage5_volumetric_skin_soft_interior_125g,1.21,2.450177,0.744505
stage5_volumetric_skin_soft_interior_125g,1.215,2.457597,0.746864
stage5_volumetric_skin_soft_interior_125g,1.22,2.471612,0.751321
stage5_volumetric_skin_soft_interior_125g,1.225,2.488302,0.756626
stage5_volumetric_skin_soft_interior_125g,1.23,2.509887,0.763464
stage5_volumetric_skin_soft_interior_125g,1.235,2.532289,0.770538
stage5_volumetric_skin_soft_interior_125g,1.24,2.555519,0.77785
stage5_volumetric_skin_soft_interior_125g,1.245,2.576318,0.784355
stage5_volumetric_skin_soft_interior_125g,1.25,2.596798,0.790705
stage5_volumetric_skin_soft_interior_125g,1.255,2.617616,0.796988
stage5_volumetric_skin_soft_interior_125g,1.26,2.648584,0.806077
stage5_volumetric_skin_soft_interior_125g,1.265,2.690516,0.818236
stage5_volumetric_skin_soft_interior_125g,1.27,2.762251,0.838947
stage5_volumetric_skin_soft_interior_125g,1.275,2.870237,0.870348
stage5_volumetric_skin_soft_interior_125g,1.28,3.012788,0.912245
stage5_volumetric_skin_soft_interior_125g,1.285,3.189711,0.964873
stage5_volumetric_skin_soft_interior_125g,1.29,3.39904,1.027895
stage5_volumetric_skin_soft_interior_125g,1.295,3.637124,1.100394
stage5_volumetric_skin_soft_interior_125g,1.3,3.900422,1.181481
stage5_volumetric_skin_soft_interior_125g,1.305,4.177615,1.267606
stage5_volumetric_skin_soft_interior_125g,1.31,4.457548,1.355082
stage5_volumetric_skin_soft_interior_125g,1.315,4.731548,1.441025
stage5_volumetric_skin_soft_interior_125g,1.32,4.991638,1.522744
stage5_volumetric_skin_soft_interior_125g,1.325,5.226777,1.596525
stage5_volumetric_skin_soft_interior_125g,1.33,5.429477,1.659758
stage5_volumetric_skin_soft_interior_125g,1.335,5.593565,1.710322
stage5_volumetric_skin_soft_interior_125g,1.34,5.712297,1.746061
stage5_volumetric_skin_soft_interior_125g,1.345,5.786547,1.767483
stage5_volumetric_skin_soft_interior_125g,1.35,5.817788,1.775353
stage5_volumetric_skin_soft_interior_125g,1.355,5.809956,1.771178
stage5_volumetric_skin_soft_interior_125g,1.36,5.769304,1.757082
stage5_volumetric_skin_soft_interior_125g,1.365,5.702954,1.735391
stage5_volumetric_skin_soft_interior_125g,1.37,5.620567,1.709149
stage5_volumetric_skin_soft_interior_125g,1.375,5.531655,1.681265
stage5_volumetric_skin_soft_interior_125g,1.38,5.446131,1.654663
stage5_volumetric_skin_soft_interior_125g,1.385,5.373308,1.63198
stage5_volumetric_skin_soft_interior_125g,1.39,5.31955,1.61509
stage5_volumetric_skin_soft_interior_125g,1.395,5.289809,1.605584
stage5_volumetric_skin_soft_interior_125g,1.4,5.291619,1.605928
stage5_volumetric_skin_soft_interior_125g,1.405,5.321282,1.615066
stage5_volumetric_skin_soft_interior_125g,1.41,5.376313,1.632292
stage5_volumetric_skin_soft_interior_125g,1.415,5.453033,1.656522
stage5_volumetric_skin_soft_interior_125g,1.42,5.545702,1.68597
stage5_volumetric_skin_soft_interior_125g,1.425,5.643778,1.717263
stage5_volumetric_skin_soft_interior_125g,1.43,5.738657,1.74768
stage5_volumetric_skin_soft_interior_125g,1.435,5.819589,1.773825
stage5_volumetric_skin_soft_interior_125g,1.44,5.875665,1.792215
stage5_volumetric_skin_soft_interior_125g,1.445,5.900392,1.800749
stage5_volumetric_skin_soft_interior_125g,1.45,5.887264,1.797344
stage5_volumetric_skin_soft_interior_125g,1.455,5.825687,1.778672
stage5_volumetric_skin_soft_interior_125g,1.46,5.716552,1.745086
stage5_volumetric_skin_soft_interior_125g,1.465,5.562474,1.697469
stage5_volumetric_skin_soft_interior_125g,1.47,5.366565,1.636848
stage5_volumetric_skin_soft_interior_125g,1.475,5.129419,1.563493
stage5_volumetric_skin_soft_interior_125g,1.48,4.866563,1.482297
stage5_volumetric_skin_soft_interior_125g,1.485,4.587804,1.396333
stage5_volumetric_skin_soft_interior_125g,1.49,4.303903,1.30891
stage5_volumetric_skin_soft_interior_125g,1.495,4.027633,1.223867
stage5_volumetric_skin_soft_interior_125g,1.5,3.768643,1.144068
stage5_volumetric_skin_soft_interior_125g,1.505,3.534716,1.071886
stage5_volumetric_skin_soft_interior_125g,1.51,3.334861,1.010164
stage5_volumetric_skin_soft_interior_125g,1.515,3.172308,0.960043
stage5_volumetric_skin_soft_interior_125g,1.52,3.044488,0.920833
stage5_volumetric_skin_soft_interior_125g,1.525,2.949082,0.891896
stage5_volumetric_skin_soft_interior_125g,1.53,2.884762,0.872986
stage5_volumetric_skin_soft_interior_125g,1.535,2.841175,0.860989
stage5_volumetric_skin_soft_interior_125g,1.54,2.809645,0.853204
stage5_volumetric_skin_soft_interior_125g,1.545,2.781656,0.846838
stage5_volumetric_skin_soft_interior_125g,1.55,2.746302,0.838224
stage5_volumetric_skin_soft_interior_125g,1.555,2.695317,0.824538
stage5_volumetric_skin_soft_interior_125g,1.56,2.621572,0.803442
stage5_volumetric_skin_soft_interior_125g,1.565,2.517375,0.772478
stage5_volumetric_skin_soft_interior_125g,1.57,2.376461,0.729684
stage5_volumetric_skin_soft_interior_125g,1.575,2.201069,0.675819
stage5_volumetric_skin_soft_interior_125g,1.58,1.992116,0.611213
stage5_volumetric_skin_soft_interior_125g,1.585,1.749971,0.53604
stage5_volumetric_skin_soft_interior_125g,1.59,1.48225,0.452785
stage5_volumetric_skin_soft_interior_125g,1.595,1.198397,0.364526
stage5_volumetric_skin_soft_interior_125g,1.6,0.907072,0.274138
stage5_volumetric_skin_soft_interior_125g,1.605,0.619322,0.185339
stage5_volumetric_skin_soft_interior_125g,1.61,0.345574,0.102092
stage5_volumetric_skin_soft_interior_125g,1.615,0.113901,0.034388
stage5_volumetric_skin_soft_interior_125g,1.62,0.161155,0.047996
stage5_volumetric_skin_soft_interior_125g,1.625,0.315841,0.09961
stage5_volumetric_skin_soft_interior_125g,1.63,0.443137,0.139068
stage5_volumetric_skin_soft_interior_125g,1.635,0.528914,0.165176
stage5_volumetric_skin_soft_interior_125g,1.64,0.572122,0.178243
stage5_volumetric_skin_soft_interior_125g,1.645,0.576467,0.179437
stage5_volumetric_skin_soft_interior_125g,1.65,0.548348,0.170631
stage5_volumetric_skin_soft_interior_125g,1.655,0.495909,0.154226
stage5_volumetric_skin_soft_interior_125g,1.66,0.428358,0.132935
stage5_volumetric_skin_soft_interior_125g,1.665,0.35531,0.109642
stage5_volumetric_skin_soft_interior_125g,1.67,0.286142,0.087434
stage5_volumetric_skin_soft_interior_125g,1.675,0.229493,0.069186
stage5_volumetric_skin_soft_interior_125g,1.68,0.193173,0.057663
stage5_volumetric_skin_soft_interior_125g,1.685,0.183956,0.055848
stage5_volumetric_skin_soft_interior_125g,1.69,0.20485,0.061825
stage5_volumetric_skin_soft_interior_125g,1.695,0.255333,0.074863
stage5_volumetric_skin_soft_interior_125g,1.7,0.332895,0.097125
stage5_volumetric_skin_soft_interior_125g,1.705,0.432379,0.12801
stage5_volumetric_skin_soft_interior_125g,1.71,0.546389,0.164533
stage5_volumetric_skin_soft_interior_125g,1.715,0.665844,0.203293
stage5_volumetric_skin_soft_interior_125g,1.72,0.780527,0.240746
stage5_volumetric_skin_soft_interior_125g,1.725,0.879753,0.273216
stage5_volumetric_skin_soft_interior_125g,1.73,0.953149,0.297178
stage5_volumetric_skin_soft_interior_125g,1.735,0.99148,0.309599
stage5_volumetric_skin_soft_interior_125g,1.74,0.987447,0.308243
stage5_volumetric_skin_soft_interior_125g,1.745,0.936375,0.291855
stage5_volumetric_skin_soft_interior_125g,1.75,0.836676,0.260201
stage5_volumetric_skin_soft_interior_125g,1.755,0.690012,0.214035
stage5_volumetric_skin_soft_interior_125g,1.76,0.500762,0.154914
stage5_volumetric_skin_soft_interior_125g,1.765,0.277237,0.085549
stage5_volumetric_skin_soft_interior_125g,1.77,0.052691,0.013898
stage5_volumetric_skin_soft_interior_125g,1.775,0.245529,0.075614
stage5_volumetric_skin_soft_interior_125g,1.78,0.514035,0.15758
stage5_volumetric_skin_soft_interior_125g,1.785,0.776201,0.237727
stage5_volumetric_skin_soft_interior_125g,1.79,1.020845,0.312655
stage5_volumetric_skin_soft_interior_125g,1.795,1.23924,0.379772
stage5_volumetric_skin_soft_interior_125g,1.8,1.425317,0.437197
stage5_volumetric_skin_soft_interior_125g,1.805,1.576024,0.483855
stage5_volumetric_skin_soft_interior_125g,1.81,1.691408,0.519528
stage5_volumetric_skin_soft_interior_125g,1.815,1.774436,0.544885
stage5_volumetric_skin_soft_interior_125g,1.82,1.830658,0.561479
stage5_volumetric_skin_soft_interior_125g,1.825,1.86772,0.571637
stage5_volumetric_skin_soft_interior_125g,1.83,1.894699,0.578232
stage5_volumetric_skin_soft_interior_125g,1.835,1.921469,0.584459
stage5_volumetric_skin_soft_interior_125g,1.84,1.95788,0.593569
stage5_volumetric_skin_soft_interior_125g,1.845,2.012793,0.608525
stage5_volumetric_skin_soft_interior_125g,1.85,2.093714,0.631837
stage5_volumetric_skin_soft_interior_125g,1.855,2.203252,0.66449
stage5_volumetric_skin_soft_interior_125g,1.86,2.333675,0.704358
stage5_volumetric_skin_soft_interior_125g,1.865,2.474462,0.748352
stage5_volumetric_skin_soft_interior_125g,1.87,2.615646,0.793387
stage5_volumetric_skin_soft_interior_125g,1.875,2.748014,0.83631
stage5_volumetric_skin_soft_interior_125g,1.88,2.863221,0.874154
stage5_volumetric_skin_soft_interior_125g,1.885,2.954067,0.904325
stage5_volumetric_skin_soft_interior_125g,1.89,3.014897,0.924756
stage5_volumetric_skin_soft_interior_125g,1.895,3.04198,0.93405
stage5_volumetric_skin_soft_interior_125g,1.9,3.033774,0.931634
stage5_volumetric_skin_soft_interior_125g,1.9,3.033774,0.931634
stage5_volumetric_skin_soft_interior_125g,1.925,2.564939,0.778898
stage5_volumetric_skin_soft_interior_125g,1.95,2.04159,0.616969
stage5_volumetric_skin_soft_interior_125g,1.975,2.267108,0.687812
stage5_volumetric_skin_soft_interior_125g,2,2.937603,0.898572
stage5_volumetric_skin_soft_interior_125g,2.025,2.976054,0.908401
stage5_volumetric_skin_soft_interior_125g,2.05,2.282438,0.693313
stage5_volumetric_skin_soft_interior_125g,2.075,2.005754,0.605599
stage5_volumetric_skin_soft_interior_125g,2.1,2.57448,0.780878
stage5_volumetric_skin_soft_interior_125g,2.125,3.042521,0.934918
stage5_volumetric_skin_soft_interior_125g,2.15,2.730096,0.830823
stage5_volumetric_skin_soft_interior_125g,2.175,2.117929,0.6395
stage5_volumetric_skin_soft_interior_125g,2.2,2.13425,0.648429
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0,4.1125156776430584E-13,3.93448115237e-13
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.025,0.020017224886858167,0.00582892047798
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.05,0.10911841104233282,0.0328080200036
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.07500000000000001,0.22327508120601697,0.0684297412987
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.1,0.28655073861587715,0.0875267879612
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.125,0.29885313316846546,0.0906771921831
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.15000000000000002,0.33842959785817806,0.102608245966
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.17500000000000002,0.44178330045933545,0.134370029879
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.2,0.5478670898189709,0.167146916734
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.225,0.5904967831799575,0.17983118237
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.25,0.5996031528310206,0.182130096813
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.275,0.6619703124493858,0.201036723588
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.30000000000000004,0.7779657664858615,0.236840276285
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.325,0.8645585362981828,0.263577239944
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.35000000000000003,0.8876274439318875,0.269993697348
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.375,0.9090430260956189,0.276156034564
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.4,0.9927980555716591,0.301944527779
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.42500000000000004,1.107920990354686,0.337273944522
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.45,1.1745714257088982,0.357853853902
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.47500000000000003,1.186724939911278,0.360873782525
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.5,1.2235557637529493,0.371728008979
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.525,1.326891252491705,0.403844798008
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.55,1.4348151069180621,0.436862563829
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.5750000000000001,1.4766036338528272,0.449487813759
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.6000000000000001,1.4870844130701784,0.452213554159
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.625,1.548704898910128,0.470712123837
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.65,1.6613302808970327,0.50570096071
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.675,1.7511191977510192,0.533219121522
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.7000000000000001,1.777126999476455,0.540728605413
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.7250000000000001,1.7948200544242274,0.545626706865
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.75,1.8766254268714042,0.570767288365
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.775,1.9944763966070878,0.607178465399
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.8,2.060583777836763,0.627209761045
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.8250000000000001,2.0763656030292847,0.631703905342
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.8500000000000001,2.111296601120941,0.641947912319
stage6_tumor_medium_upper_outer_surface_proximal_xoffset055_125g_volumetric_skin_soft_interior_solve,0.875,2.2079328077287204,0.67156384459
